Stkcd,Indnme,Nindnme,Nnindnme,enNindnme
876,工业,食品加工业,农副食品加工业,Food processing industry
877,工业,非金属矿物制品业,非金属矿物制品业,Manufacture of non-metallic mineral products
878,工业,有色金属冶炼及压延加工业,有色金属冶炼及压延加工业,Smelting and pressing of non-ferrous metals
880,工业,普通机械制造业,通用设备制造业,General machinery manufacturing
881,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
882,公用事业,其他社会服务业,商务服务业,Other social services
883,工业,电力、蒸汽、热水的生产和供应业,电力、热力生产和供应业,"The production and supply of electricity, steam and hot water"
885,公用事业,公路运输业,道路运输业,Highway transport industry
886,房地产,房地产业,房地产业,Real estate
887,工业,石油、化学、塑胶、塑料,橡胶和塑料制品业,"Petroleum, chemicals, plastics"
888,公用事业,公共设施服务业,公共设施管理业,Public facilities service
889,公用事业,计算机应用服务业,软件和信息技术服务业,Computer application services
890,工业,金属制品业,金属制品业,Metal product industry
892,公用事业,广播电影电视业,广播、电视、电影和影视录音制作业,"Radio, film and television"
893,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
895,工业,食品加工业,农副食品加工业,Food processing industry
897,房地产,房地产业,房地产业,Real estate
898,工业,黑色金属冶炼及压延加工业,黑色金属冶炼及压延加工业,Smelting and pressing of ferrous metals
899,工业,电力、蒸汽、热水的生产和供应业,电力、热力生产和供应业,"The production and supply of electricity, steam and hot water"
900,公用事业,公路运输业,道路运输业,Highway transport industry
901,工业,交通运输设备制造业,汽车制造业,Transportation equipment manufacturing industry
902,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
903,工业,普通机械制造业,通用设备制造业,General machinery manufacturing
905,公用事业,水上运输业,水上运输业,Water transport
906,商业,批发和零售贸易,批发业,Wholesale and retail trade
908,工业,医药制造业,医药制造业,Pharmaceutical industry
909,房地产,房地产业,房地产业,Real estate
910,工业,木材加工及竹、藤、棕、草制品业,木材加工及木、竹、藤、棕、草制品业,"Wood processing and bamboo, rattan, brown, grass products industry"
911,工业,食品加工业,农副食品加工业,Food processing industry
912,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
913,工业,交通运输设备制造业,铁路、船舶、航空航天和其它运输设备制造业,Transportation equipment manufacturing industry
915,工业,医药制造业,医药制造业,Pharmaceutical industry
916,公用事业,公路运输业,道路运输业,Highway transport industry
917,公用事业,通信服务业,电信、广播电视和卫星传输服务,Communication service industry
918,房地产,房地产业,房地产业,Real estate
919,工业,医药制造业,医药制造业,Pharmaceutical industry
920,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
921,工业,电器机械及器材制造业,电气机械及器材制造业,Electrical machinery and equipment manufacturing
922,工业,电器机械及器材制造业,电气机械及器材制造业,Electrical machinery and equipment manufacturing
923,工业,黑色金属矿采选业,黑色金属矿采选业,Ferrous metal mining industry
925,工业,专用设备制造业,专用设备制造业,Special equipment manufacturing
926,房地产,房地产业,房地产业,Real estate
927,商业,批发和零售贸易,批发业,Wholesale and retail trade
928,房地产,土木工程建筑业,土木工程建筑业,Civil engineering construction industry
929,工业,饮料制造业,酒、饮料和精制茶制造业,Beverage manufacturing industry
930,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
931,工业,医药制造业,医药制造业,Pharmaceutical industry
932,工业,黑色金属冶炼及压延加工业,黑色金属冶炼及压延加工业,Smelting and pressing of ferrous metals
933,工业,有色金属冶炼及压延加工业,有色金属冶炼及压延加工业,Smelting and pressing of non-ferrous metals
935,工业,非金属矿物制品业,非金属矿物制品业,Manufacture of non-metallic mineral products
936,工业,化学纤维制造业,化学纤维制造业,Chemical fiber manufacturing industry
937,工业,煤炭采选业,煤炭开采和洗选业,Mining and washing of coal industry
938,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
939,工业,电力、蒸汽、热水的生产和供应业,电力、热力生产和供应业,"The production and supply of electricity, steam and hot water"
948,公用事业,计算机应用服务业,软件和信息技术服务业,Computer application services
949,工业,化学纤维制造业,化学纤维制造业,Chemical fiber manufacturing industry
950,商业,批发和零售贸易,批发业,Wholesale and retail trade
951,工业,交通运输设备制造业,汽车制造业,Transportation equipment manufacturing industry
952,工业,医药制造业,医药制造业,Pharmaceutical industry
953,工业,医药制造业,医药制造业,Pharmaceutical industry
955,工业,纺织业,纺织业,Textile industry
956,工业,石油和天然气开采业,石油和天然气开采业,Extraction of petroleum and natural gas
957,工业,交通运输设备制造业,汽车制造业,Transportation equipment manufacturing industry
958,金融,其他金融业,其他金融业,Other financial industry
959,工业,黑色金属冶炼及压延加工业,黑色金属冶炼及压延加工业,Smelting and pressing of ferrous metals
960,工业,有色金属冶炼及压延加工业,有色金属冶炼及压延加工业,Smelting and pressing of non-ferrous metals
961,房地产,房地产业,房地产业,Real estate
962,工业,有色金属冶炼及压延加工业,有色金属冶炼及压延加工业,Smelting and pressing of non-ferrous metals
963,商业,零售业,零售业,Retail industry
965,房地产,房地产业,房地产业,Real estate
966,工业,电力、蒸汽、热水的生产和供应业,电力、热力生产和供应业,"The production and supply of electricity, steam and hot water"
967,公用事业,其他社会服务业,生态保护和环境治理业,Other social services
968,工业,石油和天然气开采业,石油和天然气开采业,Extraction of petroleum and natural gas
969,工业,金属制品业,金属制品业,Metal product industry
970,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
971,公用事业,计算机应用服务业,软件和信息技术服务业,Computer application services
972,工业,食品加工业,农副食品加工业,Food processing industry
973,工业,石油、化学、塑胶、塑料,橡胶和塑料制品业,"Petroleum, chemicals, plastics"
975,工业,有色金属矿采选业,有色金属矿采选业,Non-ferrous metals mining and dressing
976,工业,交通运输设备制造业,铁路、船舶、航空航天和其它运输设备制造业,Transportation equipment manufacturing industry
